鉄道事業者名,鉄道駅の名称,路線名,単位,都道府県,市,町村,段差への対応,プラットホームの数,段差が解消されているプラットホームの数,エレベーターの設置基数,単位,移動等円滑化基準に適合しているエレベーターの設置基数,単位,エスカレーターの設置基数,単位,移動等円滑化基準に適合しているエスカレーターの設置基数,単位,その他の昇降機の設置基数,単位,傾斜路の設置箇所数,単位,移動等円滑化基準に適合している傾斜路の設置箇所数,単位,視覚障害者誘導用ブロックの設置の有無,案内設備の設置の有無,障害者対応型便所の設置の有無,障害者対応型改札口の設置の有無,障害者対応型券売機の設置の有無,車いす使用者の円滑な乗降が可能なプラットホームの数,転落防止のための設備の設置の有無,緯度,経度,場所情報コード
JR東日本,西日暮里,山手・京浜東北,線,東京都,荒川区,-,○,2,2,2,基,2,基,4,基,2,基,-,基,-,箇所,-,箇所,○,○,○,○,○,-,○,35.73208,139.76678,00001B000000000309D06926635A7FC0
JR東日本,尾久,東北・高崎,線,東京都,北区,-,○,1,1,2,基,2,基,2,基,2,基,-,基,-,箇所,-,箇所,○,○,○,○,○,-,○,35.74682,139.75388,00001B000000000309D172A66271FFC0
JR東日本,北赤羽,埼京,線,東京都,北区,-,○,1,1,1,基,1,基,4,基,-,基,-,基,-,箇所,-,箇所,○,-,○,○,○,-,○,35.78699,139.70577,00001B000000000309D445A65F0FFFC0
JR東日本,浮間舟渡,埼京,線,東京都,北区,-,○,1,1,1,基,1,基,2,基,-,基,-,基,-,箇所,-,箇所,○,○,○,○,○,-,○,35.79126,139.69139,00001B000000000309D492A65E0D7FC0
JR東日本,三河島,常磐,線,東京都,荒川区,-,○,1,1,1,基,1,基,1,基,1,基,-,基,2,箇所,-,箇所,○,-,○,○,○,-,○,35.73338,139.77708,00001B000000000309D080A664137FC0
JR東日本,南千住,常磐,線,東京都,荒川区,-,○,1,1,1,基,1,基,2,基,1,基,-,基,1,箇所,-,箇所,○,○,○,○,○,-,○,35.73463,139.79982,00001B000000000309D0972665ACFFC0
JR東日本,北千住,常磐,線,東京都,足立区,-,○,2,2,5,基,3,基,10,基,1,基,-,基,1,箇所,-,箇所,○,○,○,○,○,-,○,35.74885,139.80464,00001B000000000309D197266603FFC0
JR東日本,綾瀬,常磐(各駅停車),線,東京都,足立区,-,○,1,1,1,基,1,基,2,基,-,基,-,基,-,箇所,-,箇所,○,-,-,○,○,-,○,35.76217,139.82494,00001B000000000309D287266770FFC0
JR東日本,亀有,常磐(各駅停車),線,東京都,葛飾区,-,○,1,1,1,基,1,基,4,基,4,基,-,基,-,箇所,-,箇所,○,-,○,○,○,-,○,35.76655,139.84755,00001B000000000309D2D5A66907FFC0
JR東日本,金町,常磐(各駅停車),線,東京都,葛飾区,-,○,1,1,1,基,1,基,2,基,2,基,-,基,-,箇所,-,箇所,○,○,○,○,○,-,○,35.76951,139.87039,00001B000000000309D30B266AA37FC0
JR東日本,松戸,常磐・常磐(各駅停車),線,千葉県,松戸市,-,-,3,3,-,基,-,基,3,基,3,基,-,基,-,箇所,-,箇所,○,○,×,○,○,-,○,35.7846,139.90082,00001B000000000309D41AA66CC6FFC0
JR東日本,北松戸,常磐(各駅停車),線,千葉県,松戸市,-,○,1,1,2,基,2,基,2,基,1,基,-,基,-,箇所,-,箇所,○,-,○,○,○,-,○,35.80137,139.9126,00001B000000000309D548A66D9AFFC0
JR東日本,馬橋,常磐(各駅停車),線,千葉県,松戸市,-,○,1,1,2,基,2,基,2,基,1,基,-,基,-,箇所,-,箇所,○,○,○,○,○,-,○,35.81168,139.91732,00001B000000000309D602266DEFFFC0
JR東日本,北小金,常磐(各駅停車),線,千葉県,松戸市,-,○,1,1,2,基,2,基,2,基,1,基,-,基,-,箇所,-,箇所,○,○,○,○,○,-,○,35.83317,139.93075,00001B000000000309D785266EE1FFC0
JR東日本,南柏,常磐(各駅停車),線,千葉県,柏市,-,○,1,1,1,基,1,基,2,基,-,基,-,基,-,箇所,-,箇所,○,○,○,○,○,-,○,35.84469,139.95428,00001B000000000309D8542670897FC0
JR東日本,柏,常磐・常磐(各駅停車),線,千葉県,柏市,-,○,2,2,2,基,2,基,4,基,-,基,-,基,-,箇所,-,箇所,○,○,○,○,○,-,○,35.8621,139.97096,00001B000000000309D98DA671B57FC0
JR東日本,我孫子,常磐・常磐(各駅停車)・成田,線,千葉県,我孫子市,-,○,4,4,-,基,-,基,8,基,4,基,-,基,-,箇所,-,箇所,○,-,○,○,○,-,○,35.87287,140.01042,00001B000000000309DA4FA6747BFFC0
JR東日本,取手,常磐・常磐(各駅停車),線,茨城県,取手市,-,-,3,3,2,基,2,基,5,基,3,基,-,基,-,箇所,-,箇所,○,○,○,○,○,-,○,35.89581,140.063,00001B000000000309DBECA6782E7FC0
JR東日本,北柏,常磐(各駅停車),線,千葉県,柏市,-,○,1,1,1,基,1,基,1,基,1,基,-,基,-,箇所,-,箇所,○,-,○,○,○,-,○,35.87569,139.98804,00001B000000000309DA822672E8FFC0
JR東日本,天王台,常磐・常磐(各駅停車),線,千葉県,我孫子市,-,-,2,2,1,基,1,基,3,基,2,基,-,基,-,箇所,-,箇所,○,-,○,○,○,-,○,35.87247,140.04232,00001B000000000309DA482676B9FFC0
JR東日本,新松戸,常磐(各駅停車)・武蔵野,線,千葉県,松戸市,-,○,3,3,2,基,2,基,10,基,2,基,-,基,1,箇所,-,箇所,○,-,○,○,○,-,○,35.82543,139.92116,00001B000000000309D6F9A66E34FFC0
JR東日本,新日本橋,総武本,線,東京都,中央区,-,-,1,1,2,基,1,基,6,基,-,基,-,基,-,箇所,-,箇所,○,-,○,○,○,-,○,35.68903,139.7743,00001B000000000309CD62A663E17FC0
JR東日本,馬喰町,総武本,線,東京都,中央区,-,-,1,1,2,基,1,基,6,基,-,基,-,基,-,箇所,-,箇所,○,-,○,○,○,-,○,35.69338,139.78243,00001B000000000309CDB0A66473FFC0
JR東日本,八丁堀,京葉,線,東京都,中央区,-,○,1,1,2,基,2,基,8,基,-,基,1,基,-,箇所,-,箇所,○,-,○,○,○,-,○,35.67462,139.77799,00001B000000000309CC5F266423FFC0
JR東日本,越中島,京葉,線,東京都,江東区,-,○,1,1,2,基,2,基,1,基,-,基,-,基,-,箇所,-,箇所,○,○,○,○,○,-,○,35.668,139.7925,00001B000000000309CBE82665297FC0
JR東日本,川崎,東海道本・南武・京浜東北,線,神奈川県,川崎市,-,○,3,3,3,基,3,基,3,基,2,基,-,基,-,箇所,-,箇所,○,○,○,○,○,-,○,35.53137,139.69681,00001B000000000309C24CA65E6EFFC0
JR東日本,鶴見,鶴見・京浜東北,線,神奈川県,横浜市,-,○,3,3,1,基,1,基,4,基,0,基,-,基,-,箇所,-,箇所,○,○,○,○,○,-,○,35.50794,139.67579,00001B000000000309C0A6A65CF47FC0
JR東日本,新子安,京浜東北,線,神奈川県,横浜市,-,○,1,1,2,基,2,基,2,基,-,基,-,基,-,箇所,-,箇所,○,○,○,○,○,-,○,35.48646,139.65604,00001B000000000309BF24265B90FFC0
JR東日本,東神奈川,横浜・京浜東北,線,神奈川県,横浜市,-,○,2,2,2,基,2,基,4,基,-,基,-,基,-,箇所,-,箇所,○,○,○,○,○,-,○,35.47787,139.63316,00001B000000000309BE89A659F4FFC0
JR東日本,横浜,東海道本・横須賀・京浜東北,線,神奈川県,横浜市,-,○,4,4,5,基,4,基,20,基,-,基,-,基,2,箇所,-,箇所,○,○,○,○,○,-,○,35.46576,139.6225,00001B000000000309BDAFA659357FC0
JR東日本,保土ケ谷,横須賀,線,神奈川県,横浜市,-,○,1,1,1,基,1,基,2,基,-,基,-,基,-,箇所,-,箇所,○,○,○,○,○,-,○,35.44722,139.60037,00001B000000000309BC61A657A6FFC0
JR東日本,戸塚,東海道本・横須賀,線,神奈川県,横浜市,-,○,2,2,3,基,3,基,6,基,-,基,-,基,-,箇所,-,箇所,○,○,○,○,○,-,○,35.40043,139.5343,00001B000000000309B917A653017FC0
JR東日本,大船,東海道本・横須賀・京浜東北,線,神奈川県,鎌倉市,-,○,5,5,5,基,5,基,18,基,-,基,-,基,-,箇所,-,箇所,○,○,○,○,○,-,○,35.35416,139.53116,00001B000000000309B5D6A652C8FFC0
JR東日本,藤沢,東海道本,線,神奈川県,藤沢市,-,○,2,2,2,基,2,基,2,基,-,基,-,基,-,箇所,-,箇所,○,○,○,○,○,-,○,35.33884,139.48642,00001B000000000309B4C3264FA3FFC0
JR東日本,辻堂,東海道本,線,神奈川県,藤沢市,-,○,1,1,2,基,2,基,2,基,1,基,-,基,1,箇所,-,箇所,○,-,○,○,○,-,○,35.33684,139.4459,00001B000000000309B49F264CCA7FC0
JR東日本,茅ケ崎,東海道本・相模,線,神奈川県,茅ケ崎市,-,○,3,3,4,基,3,基,4,基,-,基,-,基,-,箇所,-,箇所,○,○,○,○,○,-,○,35.33064,139.408,00001B000000000309B42FA64A207FC0
JR東日本,平塚,東海道本,線,神奈川県,平塚市,-,○,2,2,4,基,4,基,8,基,-,基,-,基,-,箇所,-,箇所,○,○,○,○,○,-,○,35.32755,139.34902,00001B000000000309B3F7A645FA7FC0
JR東日本,大磯,東海道本,線,神奈川県,大磯町,-,○,1,1,2,基,2,基,2,基,-,基,-,基,-,箇所,-,箇所,○,○,○,○,○,-,○,35.31146,139.31328,00001B000000000309B2D62643777FC0
JR東日本,二宮,東海道,線,神奈川県,二宮町,-,○,1,1,1,基,1,基,2,基,2,基,-,基,-,箇所,-,箇所,○,○,○,○,○,-,○,35.29867,139.25675,00001B000000000309B1F0263F7DFFC0
JR東日本,国府津,東海道本,線,神奈川県,小田原市,-,○,3,3,3,基,3,基,-,基,-,基,-,基,1,箇所,1,箇所,○,○,○,○,○,-,○,35.2814,139.21496,00001B000000000309B0B9263C8D7FC0
JR東日本,鴨宮,東海道本,線,神奈川県,小田原市,-,○,1,1,1,基,1,基,1,基,-,基,-,基,1,箇所,-,箇所,○,○,○,○,○,-,○,35.27573,139.18017,00001B000000000309B053263A1B7FC0
JR東日本,小田原,東海道本,線,神奈川県,小田原市,-,○,2,2,2,基,2,基,8,基,-,基,-,基,-,箇所,-,箇所,○,○,○,○,○,-,○,35.2561,139.15576,00001B000000000309AEF1A63863FFC0
JR東日本,真鶴,東海道本,線,神奈川県,真鶴町,-,○,1,1,1,基,1,基,1,基,1,基,-,基,-,箇所,-,箇所,○,○,○,○,○,-,○,35.15683,139.13232,00001B000000000309A7F6A636BDFFC0
JR東日本,湯河原,東海道本,線,神奈川県,湯河原町,-,○,1,1,1,基,1,基,1,基,1,基,-,基,-,箇所,-,箇所,○,○,○,○,○,-,○,35.14612,139.1022,00001B000000000309A73626349FFFC0
JR東日本,熱海,東海道本・伊東,線,静岡県,熱海市,-,○,3,3,3,基,3,基,3,基,3,基,-,基,-,箇所,-,箇所,○,○,○,○,○,-,○,35.10388,139.07794,00001B000000000309A43DA632EAFFC0
JR東日本,東戸塚,横須賀,線,神奈川県,横浜市,-,○,1,1,1,基,1,基,2,基,1,基,-,基,-,箇所,-,箇所,○,○,○,○,○,-,○,35.42996,139.5565,00001B000000000309BB2B2654917FC0
JR東日本,新川崎,横須賀,線,神奈川県,川崎市,-,○,1,1,1,基,1,基,2,基,1,基,-,基,-,箇所,-,箇所,○,○,○,○,○,-,○,35.55173,139.67155,00001B000000000309C3BB265CA7FFC0
JR東日本,尻手,南武,線,神奈川県,川崎市,-,○,2,2,2,基,2,基,-,基,-,基,-,基,-,箇所,-,箇所,○,-,○,○,○,-,○,35.53097,139.6843,00001B000000000309C245265D8D7FC0
JR東日本,矢向,南武,線,神奈川県,横浜市,-,○,2,2,2,基,2,基,-,基,-,基,-,基,-,箇所,-,箇所,○,-,○,○,○,-,○,35.53936,139.68042,00001B000000000309C2DC265D47FFC0
JR東日本,鹿島田,南武,線,神奈川県,川崎市,-,○,2,2,2,基,2,基,2,基,-,基,-,基,2,箇所,-,箇所,○,○,○,○,○,-,○,35.55145,139.67498,00001B000000000309C3B6265CE5FFC0
JR東日本,平間,南武,線,神奈川県,川崎市,-,○,2,2,2,基,2,基,-,基,-,基,-,基,-,箇所,-,箇所,○,-,○,○,○,-,○,35.56056,139.6711,00001B000000000309C45A265C9FFFC0
JR東日本,向河原,南武,線,神奈川県,川崎市,-,○,2,2,2,基,2,基,-,基,-,基,-,基,1,箇所,-,箇所,○,○,○,○,○,-,○,35.57218,139.6673,00001B000000000309C52B265C5B7FC0
JR東日本,武蔵小杉,南武,線,神奈川県,川崎市,-,○,3,3,7,基,7,基,19,基,-,基,-,基,1,箇所,-,箇所,○,○,○,○,○,-,○,35.57657,139.6597,00001B000000000309C57A265BD2FFC0
JR東日本,武蔵中原,南武,線,神奈川県,川崎市,-,○,2,2,3,基,3,基,6,基,-,基,-,基,-,箇所,-,箇所,○,○,○,○,○,-,○,35.58056,139.64214,00001B000000000309C5C2265A96FFC0
JR東日本,武蔵新城,南武,線,神奈川県,川崎市,-,○,1,1,1,基,1,基,4,基,2,基,-,基,1,箇所,-,箇所,○,○,○,○,○,-,○,35.58742,139.62909,00001B000000000309C63DA659ABFFC0
JR東日本,武蔵溝ノ口,南武,線,神奈川県,川崎市,-,○,2,2,2,基,2,基,4,基,-,基,-,基,-,箇所,-,箇所,○,○,○,○,○,-,○,35.59882,139.61138,00001B000000000309C70AA6586CFFC0
JR東日本,津田山,南武,線,神奈川県,川崎市,-,-,1,1,-,基,-,基,-,基,-,基,-,基,-,箇所,-,箇所,○,-,×,○,○,-,○,35.60365,139.60072,00001B000000000309C761A657ACFFC0
JR東日本,久地,南武,線,神奈川県,川崎市,-,○,2,2,3,基,3,基,-,基,-,基,-,基,-,箇所,-,箇所,○,○,○,○,○,-,○,35.6101,139.59308,00001B000000000309C7D5A657237FC0
JR東日本,宿河原,南武,線,神奈川県,川崎市,-,○,2,2,3,基,3,基,-,基,-,基,-,基,-,箇所,-,箇所,○,○,○,○,○,-,○,35.61542,139.57955,00001B000000000309C835A6562FFFC0
JR東日本,登戸,南武,線,神奈川県,川崎市,-,○,2,2,2,基,2,基,4,基,-,基,-,基,1,箇所,-,箇所,○,○,○,○,○,-,○,35.6207,139.57027,00001B000000000309C894A65588FFC0
JR東日本,中野島,南武,線,神奈川県,川崎市,-,○,2,2,2,基,2,基,-,基,-,基,-,基,1,箇所,1,箇所,○,-,○,○,○,-,○,35.63002,139.55108,00001B000000000309C93C26542F7FC0
JR東日本,稲田堤,南武,線,神奈川県,川崎市,-,○,2,2,2,基,2,基,-,基,-,基,-,基,-,箇所,-,箇所,○,○,○,○,○,-,○,35.63341,139.53593,00001B000000000309C97926531EFFC0
JR東日本,浜川崎,南武,線,神奈川県,川崎市,-,-,2,2,-,基,-,基,-,基,-,基,-,基,-,箇所,-,箇所,○,-,×,○,○,-,○,35.51038,139.71378,00001B000000000309C0D2A65FA07FC0
JR東日本,国道,鶴見,線,神奈川県,横浜市,-,-,2,2,-,基,-,基,-,基,-,基,-,基,-,箇所,-,箇所,○,-,×,○,○,-,○,35.500871,139.675549,00001B000000000309C027A65CEFFFC0
JR東日本,鶴見小野,鶴見,線,神奈川県,横浜市,-,○,2,2,-,基,-,基,-,基,-,基,-,基,2,箇所,2,箇所,○,-,×,○,○,-,○,35.49702,139.68128,00001B000000000309BFE2265D577FC0
JR東日本,弁天橋,鶴見,線,神奈川県,横浜市,-,○,1,1,-,基,-,基,-,基,-,基,-,基,1,箇所,1,箇所,○,-,×,○,○,-,○,35.4958,139.68948,00001B000000000309BFCC265DEAFFC0
JR東日本,安善,鶴見,線,神奈川県,横浜市,-,-,1,1,-,基,-,基,-,基,-,基,-,基,-,箇所,-,箇所,○,-,-,○,○,-,○,35.49984,139.70125,00001B000000000309C015265EBEFFC0
JR東日本,武蔵白石,鶴見,線,神奈川県,川崎市,-,-,3,3,-,基,-,基,-,基,-,基,-,基,-,箇所,-,箇所,○,-,×,○,○,-,○,35.50193,139.70653,00001B000000000309C03AA65F1DFFC0
JR東日本,海芝浦,鶴見,線,神奈川県,横浜市,-,○,1,1,-,基,-,基,-,基,-,基,-,基,1,箇所,1,箇所,○,-,-,○,-,-,○,35.48613,139.70067,00001B000000000309BF1E265EB47FC0
JR東日本,大口,横浜,線,神奈川県,横浜市,-,○,1,1,3,基,3,基,-,基,-,基,-,基,-,箇所,-,箇所,○,-,○,○,○,-,○,35.49229,139.64633,00001B000000000309BF8D265AE1FFC0
JR東日本,菊名,横浜,線,神奈川県,横浜市,-,○,1,1,-,基,-,基,-,基,-,基,1,基,-,箇所,-,箇所,○,-,○,○,○,-,○,35.50966,139.6301,00001B000000000309C0C5A659BDFFC0
JR東日本,小机,横浜,線,神奈川県,横浜市,-,○,2,2,2,基,2,基,4,基,-,基,-,基,-,箇所,-,箇所,○,○,○,○,○,-,○,35.50863,139.59962,00001B000000000309C0B32657997FC0
JR東日本,新横浜,横浜,線,神奈川県,横浜市,-,○,1,1,3,基,3,基,3,基,-,基,-,基,-,箇所,-,箇所,○,○,○,○,○,-,○,35.50677,139.61743,00001B000000000309C091A658D9FFC0
JR東日本,鴨居,横浜,線,神奈川県,横浜市,-,○,1,1,1,基,1,基,2,基,-,基,-,基,-,箇所,-,箇所,○,○,○,○,○,-,○,35.51085,139.56695,00001B000000000309C0DB26554D7FC0
JR東日本,中山,横浜,線,神奈川県,横浜市,-,○,2,2,2,基,2,基,8,基,2,基,-,基,-,箇所,-,箇所,○,-,○,○,○,-,○,35.51477,139.53922,00001B000000000309C121A65359FFC0
JR東日本,長津田,横浜,線,神奈川県,横浜市,-,○,1,1,1,基,1,基,2,基,1,基,-,基,-,箇所,-,箇所,○,○,○,○,○,-,○,35.53164,139.49529,00001B000000000309C251A650437FC0
JR東日本,町田,横浜,線,東京都,町田市,-,○,2,2,2,基,2,基,4,基,-,基,-,基,-,箇所,-,箇所,○,○,○,○,○,-,○,35.54154,139.44659,00001B000000000309C303A64CD6FFC0
JR東日本,淵野辺,横浜,線,神奈川県,相模原市,-,○,1,1,1,基,1,基,2,基,-,基,-,基,-,箇所,-,箇所,○,○,○,○,○,-,○,35.56836,139.3956,00001B000000000309C4E6264940FFC0
JR東日本,矢部,横浜,線,神奈川県,相模原市,-,○,1,1,1,基,1,基,1,基,-,基,-,基,-,箇所,-,箇所,○,○,○,○,○,-,○,35.5731,139.38654,00001B000000000309C53BA6489DFFC0
JR東日本,相模原,横浜,線,神奈川県,相模原市,-,○,2,2,2,基,2,基,4,基,-,基,-,基,-,箇所,-,箇所,○,○,○,○,○,-,○,35.58148,139.37064,00001B000000000309C5D2A6477FFFC0
JR東日本,橋本,横浜・相模,線,神奈川県,相模原市,-,○,3,3,3,基,3,基,6,基,-,基,-,基,-,箇所,-,箇所,○,○,○,○,○,-,○,35.59484,139.34509,00001B000000000309C6C32645B3FFC0
JR東日本,十日市場,横浜,線,神奈川県,横浜市,-,○,1,1,1,基,1,基,2,基,0,基,-,基,1,箇所,-,箇所,○,○,○,○,○,-,○,35.52626,139.51649,00001B000000000309C1F0A651C0FFC0
JR東日本,成瀬,横浜,線,東京都,町田市,-,○,1,1,1,基,1,基,2,基,2,基,-,基,-,箇所,-,箇所,○,○,○,○,○,-,○,35.53542,139.47291,00001B000000000309C295A64EB07FC0
JR東日本,古淵,横浜,線,神奈川県,相模原市,-,○,2,2,2,基,2,基,4,基,-,基,-,基,-,箇所,-,箇所,○,○,○,○,○,-,○,35.55598,139.41924,00001B000000000309C407A64AEA7FC0
JR東日本,桜木町,根岸,線,神奈川県,横浜市,-,○,2,2,2,基,2,基,4,基,-,基,-,基,-,箇所,-,箇所,○,○,○,○,○,-,○,35.4511,139.63088,00001B000000000309BCA7A659CBFFC0
JR東日本,関内,根岸,線,神奈川県,横浜市,-,-,2,2,-,基,-,基,3,基,3,基,-,基,1,箇所,-,箇所,○,-,○,○,○,-,○,35.44416,139.63603,00001B000000000309BC2AA65A28FFC0
JR東日本,石川町,根岸,線,神奈川県,横浜市,-,○,2,2,2,基,2,基,4,基,2,基,-,基,1,箇所,-,箇所,○,○,○,○,○,-,○,35.43874,139.643,00001B000000000309BBC9265AA67FC0
JR東日本,山手,根岸,線,神奈川県,横浜市,-,○,2,2,2,基,2,基,2,基,2,基,-,基,-,箇所,-,箇所,○,○,○,○,○,-,○,35.4268,139.64647,00001B000000000309BAF2265AE47FC0
JR東日本,根岸,根岸,線,神奈川県,横浜市,-,○,1,1,2,基,2,基,4,基,-,基,-,基,-,箇所,-,箇所,○,○,○,○,○,-,○,35.41586,139.6361,00001B000000000309BA2D265A29FFC0
JR東日本,磯子,根岸,線,神奈川県,横浜市,-,○,1,1,1,基,1,基,2,基,-,基,-,基,-,箇所,-,箇所,○,○,○,○,○,-,○,35.40058,139.61847,00001B000000000309B91A2658EC7FC0
JR東日本,新杉田,根岸,線,神奈川県,横浜市,-,○,2,2,2,基,2,基,4,基,-,基,-,基,1,箇所,-,箇所,○,○,○,○,○,-,○,35.3868,139.61944,00001B000000000309B8222658FDFFC0
JR東日本,洋光台,根岸,線,神奈川県,横浜市,-,○,1,1,1,基,1,基,2,基,1,基,-,基,-,箇所,-,箇所,○,○,○,○,○,-,○,35.37878,139.59684,00001B000000000309B7922657677FC0
JR東日本,港南台,根岸,線,神奈川県,横浜市,-,○,1,1,1,基,1,基,2,基,-,基,-,基,-,箇所,-,箇所,○,○,○,○,○,-,○,35.37517,139.57624,00001B000000000309B7512655F47FC0
JR東日本,本郷台,根岸,線,神奈川県,横浜市,-,○,1,1,1,基,1,基,2,基,-,基,-,基,1,箇所,-,箇所,○,○,○,○,○,-,○,35.36785,139.55012,00001B000000000309B6CD26541E7FC0
JR東日本,北鎌倉,横須賀,線,神奈川県,鎌倉市,-,○,2,2,1,基,1,基,-,基,-,基,-,基,1,箇所,-,箇所,○,○,○,○,○,-,○,35.33794,139.54457,00001B000000000309B4B2A653BA7FC0
JR東日本,鎌倉,横須賀,線,神奈川県,鎌倉市,-,○,1,1,3,基,3,基,3,基,-,基,-,基,-,箇所,-,箇所,○,○,○,○,○,-,○,35.31931,139.55041,00001B000000000309B363A654237FC0
JR東日本,逗子,横須賀,線,神奈川県,逗子市,-,○,2,2,2,基,2,基,4,基,-,基,-,基,-,箇所,-,箇所,○,○,○,○,○,-,○,35.29739,139.57837,00001B000000000309B1D926561AFFC0
JR東日本,東逗子,横須賀,線,神奈川県,逗子市,-,○,2,2,2,基,2,基,2,基,2,基,-,基,-,箇所,-,箇所,○,○,○,○,○,-,○,35.29877,139.60182,00001B000000000309B1F1A657C0FFC0
JR東日本,田浦,横須賀,線,神奈川県,横須賀市,-,○,1,1,2,基,2,基,-,基,-,基,-,基,-,箇所,-,箇所,○,○,○,○,○,-,○,35.29284,139.63753,00001B000000000309B187265A43FFC0
JR東日本,横須賀,横須賀,線,神奈川県,横須賀市,-,○,1,1,-,基,-,基,-,基,-,基,-,基,-,箇所,-,箇所,○,○,○,○,○,-,○,35.28421,139.6549,00001B000000000309B0EBA65B7C7FC0
JR東日本,衣笠,横須賀,線,神奈川県,横須賀市,-,○,1,1,2,基,2,基,-,基,-,基,-,基,1,箇所,-,箇所,○,○,○,○,○,-,○,35.25711,139.66099,00001B000000000309AF03A65BE9FFC0
JR東日本,久里浜,横須賀,線,神奈川県,横須賀市,-,○,1,1,2,基,2,基,2,基,-,基,-,基,-,箇所,-,箇所,○,○,○,○,○,-,○,35.23319,139.70092,00001B000000000309AD55265EB8FFC0
JR東日本,北茅ケ崎,相模,線,神奈川県,茅ケ崎市,-,-,1,1,-,基,-,基,-,基,-,基,-,基,-,箇所,-,箇所,○,-,×,○,○,-,○,35.33968,139.40747,00001B000000000309B4D2264A167FC0
JR東日本,香川,相模,線,神奈川県,茅ケ崎市,-,○,1,1,-,基,-,基,-,基,-,基,-,基,1,箇所,1,箇所,○,-,-,○,○,-,○,35.3566,139.39983,00001B000000000309B602A6498CFFC0
JR東日本,寒川,相模,線,神奈川県,寒川町,-,○,1,1,1,基,1,基,1,基,-,基,-,基,-,箇所,-,箇所,○,-,○,○,○,-,○,35.36771,139.38732,00001B000000000309B6CAA648ABFFC0
JR東日本,宮山,相模,線,神奈川県,寒川町,-,○,1,1,-,基,-,基,-,基,-,基,-,基,1,箇所,1,箇所,○,-,-,○,○,-,○,35.38222,139.37966,00001B000000000309B7CFA64821FFC0
JR東日本,倉見,相模,線,神奈川県,寒川町,-,-,1,1,-,基,-,基,-,基,-,基,-,基,-,箇所,-,箇所,○,-,×,○,○,-,○,35.39505,139.37839,00001B000000000309B8B6A6480B7FC0
JR東日本,門沢橋,相模,線,神奈川県,海老名市,-,○,1,1,-,基,-,基,-,基,-,基,-,基,1,箇所,1,箇所,○,-,×,○,○,-,○,35.4067,139.38006,00001B000000000309B988A648297FC0
JR東日本,社家,相模,線,神奈川県,海老名市,-,-,1,1,-,基,-,基,-,基,-,基,-,基,-,箇所,-,箇所,○,-,×,○,○,-,○,35.42041,139.37719,00001B000000000309BA7F2647F57FC0
JR東日本,厚木,相模,線,神奈川県,海老名市,-,○,1,1,-,基,-,基,-,基,-,基,-,基,1,箇所,1,箇所,○,-,-,○,○,-,○,35.44382,139.3786,00001B000000000309BC24A6480EFFC0
JR東日本,原当麻,相模,線,神奈川県,相模原市,-,○,1,1,1,基,1,基,-,基,-,基,-,基,-,箇所,-,箇所,○,-,○,○,○,-,○,35.529,139.37536,00001B000000000309C2222647D47FC0
JR東日本,番田,相模,線,神奈川県,相模原市,-,○,1,1,2,基,2,基,-,基,-,基,-,基,1,箇所,-,箇所,○,-,○,○,○,-,○,35.54536,139.36313,00001B000000000309C3482646F87FC0
JR東日本,上溝,相模,線,神奈川県,相模原市,-,○,1,1,1,基,1,基,1,基,-,基,-,基,-,箇所,-,箇所,○,○,○,○,○,-,○,35.55764,139.36313,00001B000000000309C425A646F87FC0
JR東日本,南橋本,相模,線,神奈川県,相模原市,-,○,1,1,1,基,1,基,2,基,-,基,-,基,-,箇所,-,箇所,○,○,○,○,○,-,○,35.5804,139.35242,00001B000000000309C5BF264637FFC0
JR東日本,海老名,相模,線,神奈川県,海老名市,-,○,1,1,1,基,1,基,-,基,-,基,-,基,-,箇所,-,箇所,○,-,○,○,○,-,○,35.45423,139.3893,00001B000000000309BCE02648CF7FC0
JR東日本,伊東,伊東,線,静岡県,伊東市,-,○,2,2,2,基,2,基,2,基,-,基,-,基,-,箇所,-,箇所,○,○,○,○,○,-,○,34.97483,139.09211,00001B0000000003099B2AA633E9FFC0
JR東日本,矢野口,南武,線,東京都,稲城市,-,○,1,1,1,基,1,基,2,基,-,基,-,基,-,箇所,-,箇所,○,○,○,○,○,-,○,35.64173,139.52043,00001B000000000309CA0F265207FFC0
JR東日本,稲城長沼,南武,線,東京都,稲城市,-,○,2,2,2,基,2,基,4,基,-,基,-,基,-,箇所,-,箇所,○,○,○,○,○,-,○,35.64428,139.50261,00001B000000000309CA3D2650C6FFC0
JR東日本,南多摩,南武,線,東京都,稲城市,-,○,1,1,1,基,1,基,2,基,-,基,-,基,-,箇所,-,箇所,○,○,○,○,○,-,○,35.64921,139.48954,00001B000000000309CA95A64FDBFFC0
JR東日本,府中本町,南武・武蔵野,線,東京都,府中市,-,○,3,3,4,基,4,基,8,基,0,基,1,基,-,箇所,-,箇所,○,○,○,○,○,-,○,35.66589,139.47728,00001B000000000309CBC2264EFF7FC0
JR東日本,分倍河原,南武,線,東京都,府中市,-,○,2,2,2,基,2,基,-,基,-,基,-,基,-,箇所,-,箇所,○,-,○,○,○,-,○,35.66842,139.46892,00001B000000000309CBEFA64E68FFC0
JR東日本,谷保,南武,線,東京都,国立市,-,○,2,2,2,基,2,基,-,基,-,基,-,基,2,箇所,-,箇所,○,○,○,○,○,-,○,35.68138,139.44678,00001B000000000309CCD8A64CDA7FC0
